Id,Name,Address Line 1,City,State,Zip,Tel,Payer Id
767,GWH Cigna,1000 S GREAT WEST DR,KENNETT,MO,63857-7207,800-288-2078,62308
439,GWH Cigna,PO BOX 188061,CHATTANOOGA,TN,37422-8061,877-625-0205,62308
768,GWH Cigna 2,1000 Great-West Drive,Kennett,MO,83857-3745,800-288-2078,62308
43,GWH CIGNA 2,PO BOX 188061,Chattanooga,TN,374228061,866-494-2111,62318
440,GWH Cigna UB,P O BOX 188061,CHATTANOOGA,TN,374228061,877-625-0205,62308
405,HARKEN HEALTH,PO BOX 30521,SALT LAKE CITY,UT,84130-0363,800-797-9921,43313
406,Harken Health 2,PO BOX 30521,SALT LAKE CITY,UT,84130-0363,800-797-9921,U3313
435,Harmony Health 2,PO BOX 31372,TAMPA,FL,33631-3372,800-608-8158,14163
336,Harmony Health Plan of Illinois,PO BOX 31370,Tampa,FL,33631-3370,833-201-0575,14163
748,Hartford Life Insurance,PO BOX 10432,DES MOINES,IA,50306-0499,866-810-9452,
806,hawaii mainland administrators -multiplan,,,,,,
172,HCC Medical Insurance Services,P.O. BOX 2005,Farmington Hills,MI,48333-2005,800-605-2282,HCCMI
307,Health Alliance Plan of Michigan,PO Box 02459,Detroit,MI,48202,800-422-4641,38224
777,Health Partners Claims,PO BOX 1289,MINNEAPOLIS,MN,55440-1292,800-316-9807,SX009
695,Health Partners Plan,PO BOX 1230,PHILADELPHIA,PA,19105-1235,800-405-9681,SX009
761,Health Plan of Nevada,PO BOX 15645,LAS VEGAS,NV,89114-5645,800-777-1840,76343
585,HEALTH PLUS PHYSICIANS ORGANIZATION,475 N MARTINGALE RD,SCHAUMBURG,IL,60173,847-619-6671,63363
864,Health Smart Benefit Solutions 2,PO BOX 16327,Lubbock,TX,79490-6321,833-751-1096,37283
684,Health Smart Benefits Solutions,PO BOX 16327,LUBBOCK,TX,79490-6321,833-751-1096,37283
478,HEALTH SPRING,PO BOX 981706,El Paso,TX,79998,888-501-1141,63092
484,HEALTH SPRING ICP/MMAI,PO BOX 981706,El Paso,TX,79998,888-501-1141,63092
675,HealthEZ,P.O. BOX 211186,Eagan,MN,55121,952-896-9102,41178
375,HealthLink Open Access,PO BOX 411580,St Louis,MO,63141-1580,800-624-2356,96475
374,HealthLink Open Access 2,PO BOX 411580,SAINT LOUIS,MO,63141-1580,800-624-2356,96475
118,"HealthLink, Inc",PO BOX 419104,St Louis,MO,63141-9104,800-624-2356,90001
119,"HealthLink, Inc 2",PO BOX 419104,St Louis,MO,63141-9104,800-624-2356,90001
158,HealthPartners Claims,P.O. BOX 1289,Minneapolis,MN,55440-1289,866-779-7632,SX009
359,HealthPartners Claims 2,PO BOX 1289,Minneapolis,MN,55440-1289,952-883-6000,12X51
676,HealthPlan Services,PO BOX 30537,Salt Lake City,UT,84130-0537,800-216-2166,59143
681,HealthPlan Services 2,PO BOX 30537,Salt Lake City,UT,84130-0537,800-216-2166,59143
543,HealthSmart,3320 W MARKET ST,FAIRLAWN,OH,44333-3306,800-203-4720,34145
548,HealthSmart 2,3320 W MARKET ST,FAIRLAWN,OH,44333-3306,800-203-4720,SPRNT
46,HFN INC,P O BOX 3428,OAK BROOK,IL,605223428,800-295-5444,36335
192,HFN INC 2,P O BOX 3428,OAK BROOK,IL,605223428,800-295-5444,U6335
251,HIGHMARK FREEDOM BLUE PPO,P O BOX 805107,CHICAGO,IL,606803625,800-972-8088,SB621
131,HLTH PLUS PHYS ORG,Schaumburg,DES PLAINES,IL,60016,773-572-8300,36396
660,HMA,PO BOX 135005,Homolulu,HI,96801-5005,808-951-4621,86066
677,"HMA, LLC",PO Box 22009,Tempe,AZ,85285-2009,866-206-7920,86066
678,"HMA, LLC 2",PO BOX 22009,TEMPE,AZ,85285-2009,866-206-7920,86066
605,HORIZON BCBSNJ,PO BOX 1609,NEWARK,NJ,07101-1609,800-624-1110,22099
606,HORIZON BCBSNJ 2,PO BOX 1609,NEWARK,NJ,07101-1609,800-624-1110,22099
59,HORIZON HOSPICE,833 W Chicago,Chicago,IL,60622,312-733-8900,SPRNT
736,Humana Gold Plus 2,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
148,HUMANA GOLD PLUS MC,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
565,HUMANA GOLD PUERTO RICO,PO BOX 195560,SAN JUAN,PR,9195560,,61101
619,Humana HMO Premier Open Access,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
495,HUMANA ICP,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
262,Humana MC HMO MMAI,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
377,HUMANA MEDICARE HMO,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
500,HUMANA MEDICARE PPO,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
786,Humana PPO CHOICEPOS,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
19,HUMANA SUPPLEMENTAL,P.O. BOX 14601,LEXINGTON,KY,405124601,800-448-6262,61101
134,HUMANA2,P.O. BOX 14601,LEXINGTON,KY,405124601,800-400-9528,61101
766,Humboldt Park Health Partners,1029 N sacramento Avenue,Chicago,IL,60622,773-278-8555,36393
242,IBEW 9 FUND OFFICE,P O BOX 50,PEWAUKEE,WI,530720050,866-661-1021,PAPER
21,IL MEDICAID,201 S GRAND AVE E,SPRINGFIELD,IL,62704-3803,800-842-1461,SKIL0
270,IL MEDICAID 2,201 S Grand Ave,Springfield,IL,627043897,800-842-1461,621
157,IL MEDICAID FACILITY,201 S Grand Ave,Springfield,IL,627043897,800-842-1461,U0015
20,ILLINICARE HEALTH PLAN,PO BOX 4020,FARMINGTON,MO,63640-4402,866-329-4701,68069
466,ILLINICARE HEALTH PLAN ICP/FHP/LTSS,PO BOX 4020,FARMINGTON,MO,63640-4402,866-329-4701,68069
475,ILLINICARE HEALTH PLAN MMAI PRI,PO BOX 4020,FARMINGTON,MO,63640-4402,866-329-4701,68069
476,ILLINICARE HEALTH PLAN MMAI SEC,PO BOX 4020,FARMINGTON,MO,63640-4402,866-329-4701,68069
432,Illinicare UB,PO BOX 4020,Farmington,MO,63640-4402,866-329-4701,U8069
630,Illinois Health Plan - Dupage Medical Group,PO Box 7051,Downers Grove,IL,60515,630-789-8890,
721,Imagine Health,,,,,,
458,Imagine Health Gold PPO,PO BOX 7186,BOISE,ID,83707,866-955-1491,75137
597,Independence American Insurance Co.,PO BOX 13668,READING,PA,19612-3668,800-432-8421,CB231
238,INDEPENDENT PHYSICIANS AT MERCY,1240 E DIEHL ROAD SUITE 100,NAPERVILLE,IL,605630000,630-300-6232,SPRNT
815,Independent Physicians at Mercy,1639 N ALPINE RD,ROCKFORD,IL,61107-1481,800-865-0093,36396
649,INDEPENDENT PHYSICIANS AT MERCY,PO BOX 8236,Westchester,IL,60154,312-868-0563,INDPM
669,Insurance Benefit System Admin 2,P O BOX 247,Alpharetta,GA,30009-0247,800-650-3199,7689
668,Insurance Benefit System Adminstrators c/o Zelis,PO BOX 247,ALPHARETTA,GA,30009-0247,800-650-6497,7689
655,Insurance of Americo,PO Box 10814,Clearwater,FL,33757,888-220-7074,1
522,INSURANCE TPA,PO BOX 15953,LUBBOCK,TX,79490-5941,608-756-2290,39182
547,Insurance TPA 2,PO BOX 15953,Lubbock,TX,79490-5953,608-756-2290,U9182
166,Internatioanl Benefits Administrator,PO BOX 9306,Garden City,NY,11530,866-258-4019,SPRNT
859,International Benefits Administrators,PO BOX 3080,FARMINGTON HILLS,MI,48333-3080,877-271-6559,11329
705,Interstate Bankers Casualty Co.,8501 W HIGGINS RD,Chicago,IL,60631,773-693-3930,
857,iSO Sisco Benefits First Health Network,SISCO Benefits,dubuque,IA,52004-3190,833-577-2586,ISOSH
659,Kaiser Foundation Health Plan of the Mid-Atlantic States,PO Box 371860,Denver,CO,80237-9998,800-777-7902,52095
237,"Key Benefit Administrators, Inc",PO BOX 129,FORT MILL,SC,297161279,866-867-6883,37284
200,"KEY BENEFIT ADMINISTRATORS, INC 2",PO BOX 129,FORT MILL,SC,297161279,866-867-6883,37284
685,KPIC,PO BOX 261130,PLANO,TX,75026-1121,800-392-8649,KPIC1
686,KPIC 2,PO BOX 261130,PLANO,TX,75026-1121,800-392-8649,KPIC1
471,Laborers Welfare Fund,11465 W Cermak Rd.,Westchester,IL,60154,866-906-0222,SPRNT
322,LAND OF LINCOLN HEALTH,PO BOX 618357,CHICAGO,IL,60661-8291,844-674-3844,90096
334,Land of Lincoln Health 2,PO BOX 618357,Chicago,IL,60661-8291,844-674-3844,90096
607,Lawndale Christian Health Center,3860 W Ogden ave,Chicago,IL,60623,872-588-3070,
198,Local 1546 Health and wellcare funds,1649 W Adams St 3rd FL,CHICAGO,IL,60612,312-829-2156,SPRNT
738,Loomis,PO BOX 14326,Reading,PA,19612-4326,866-417-4273,23223
628,Loyola Univ Physicians FDN,2 Westbrook Corporate Center,Westchester,IL,60154,,
315,"MACNEAL HEALTH PROVIDERS, INC.",PO BOX 9006,OAK BROOK,IL,60522,708-783-7100,36334
670,Maestro Health,PO BOX 1178,MATTHEWS,NC,28106-1178,888-850-4148,56139
400,Magellan Complete Care of Florida,PO BOX 2097,MARYLAND HEIGHTS,MO,63043-0801,,
124,Mail Handlers Benefit Plan,PO BOX 8402,London,KY,407428402,800-410-7778,62413
133,Managed Care Misc Supplemental,Chicago Graphic Arts Local 458m,Oak Brook,IL,60523,800-997-4586,SPRNT
264,MANAGED HEALTH CARE ASSOC,2740 W FOSTER AVE,CHICAGO,IL,60625,773-271-0880,36312
790,ManhattanLife Assurance,P.O. BOX 924408,Houston,TX,77292-4408,800-877-7792,SPRNT
791,ManhattanLife Assurance 2,P.O. BOX 924408,Houston,TX,77292-4408,800-669-9030,SPRNT
436,MAPFRE LIFE INSURANCE COMPANY,PO BOX 740819,ALTLANTA,GA,30374-0819,866-212-2851,36273
437,MAPFRE LIFE INSURANCE COMPANY,PO BOX 70297,SAN JUAN,PR,00936-8297,787-622-7780,460012
665,MASS Health,P.O. Box 120010,Boston,MA,02112-0010,800-841-2900,SKMA0
774,mayo Medical,,,,,,
261,"MCS ADVANTAGE, INC.",Po Box 191720,San Juan,PR,00917-1720,787-758-2500,
499,Medcost Solution/LHS-UB,PO BOX 36908,CANTON,OH,44735-6861,855-585-4237,U0753
488,MEDCOST SOLUTIONS LLC/LHS,PO BOX 36908,CANTON,OH,44735,888-604-4337,
218,Medi-Cal,PO Box 15507,Sacramento,CA,95852,800-842-1461,SPRNT
612,Medi-Share,PO BOX 981652,EL PASO,TX,79998-1652,321-308-7777,59355
613,Medi-Share 2,PO BOX 981652,EL PASO,TX,79998-1652,321-308-7777,59355
757,Medica,PO BOX 211435,EAGAN,MN,55121,800-458-5512,71890
361,MEDICADE-STATE OF TEXAS,PO BOX 149024,AUSTIN,TX,78714-9024,855-827-3747,SPRNT
383,MEDICAID-FLORIDA OUT OF STATE,PO BOX 841309,PEMBROKE PINES,FL,33084,866-899-4828,SPRNT
304,Medical Mutual,PO BOX 6018,CLEVELAND,OH,44101-1018,800-362-1279,29076
352,Medical Mutual Facility,P O BOX 6018,Cleveland,OH,44101,800-362-1279,E9076
810,Medical Records,,,,,,
22,MEDICARE,PO BOX 6475,INDIANAPOLIS,IN,462066475,877-908-9499,SMIL0
149,Medicare 2,PO BOX 6475,INDIANAPOLIS,IN,462066475,877-908-9499,SMIL0
107,MEDICARE Y MUCHO MAS,PO BOX 71114,San Juan,PR,00936-8014,787-622-3000,L0210
635,Medicine Stop of Elgin,800 SUMMIT ST,ELGIN,IL,60120-4316,847-742-7740,
472,MERCER CONSUMER,PO BOX 14426,DES MOINES,IA,50306-3401,,
722,Meridian Complete,PO BOX 3060,Farmington,MO,63640,855-580-1689,MCCIL
394,MERIDIAN HEALTH PLAN FHP ICP,P O Box 4020,Farmington,MO,63640,866-606-3700,MCCIL
800,Meridian Illinois Youth Program,P O Box 4020,Farmington,MO,63640,866-606-3700,MHPIL
23,MERITAIN HEALTH,P.O. BOX 853921,RICHARDSON,TX,750853921,866-839-4301,41124
44,MERITAIN HEALTH 2,P.O. BOX 853921,RICHARDSON,TX,750853921,866-839-4301,41124
658,Meritain Health Inc,300 CORPORATE PKWY,AMHERST,NY,14226-1207,800-925-2272,64157
801,Meritain Health Inc 2,300 Corporate Pkwy,Amherst,NY,142261207,866-839-4301,64157
254,MERITAIN HEALTH MINNEAPOLIS,P.O. BOX 27267,MINNEAPOLIS,MN,554270267,800-765-4224,58379
255,MERITAIN HEALTH MINNEAPOLIS 2,P.O. BOX 27267,Minneapolis,MN,55427-0267,800-765-4224,58379
223,MIDWEST OPERATING ENGINEERS BEN FUND,6150 JOLIET ROAD,COUNTRYSIDE,IL,60525-3994,708-482-7300,SPRNT
661,MISC LIABILITY/MVA/ACCIDENT/BI/PI,120 North Lasalle St. 35th floor,Chicago,IL,60602,312-546-8100,
663,MISC MEDICAID HMO,PO BOX 121205,BOSTON,MA,2112,,SKMA2
504,MISC MEDICARE REPLACEMENT,PO BOX 11320,SAN JUAN,PR,00922-1320,787-620-1919,6102
700,MISC NON CONTRACT,1634 W POLK STREET,CHICAGO,60612,,312-423-4200,
724,MMM Conecta Contigo,PO BOX 71305,SAN JUAN,PR,00936-8425,787-622-3000,
493,MOLINA HEALTHCARE OF ILL FHP,PO BOX 540,LONG BEACH,CA,90801,888-585-2516,20934
726,MOLINA HEALTHCARE OF ILL MMCP,PO BOX 22812,LONG BEACH,CA,90801,888-322-4076,20934
378,MOLINA HEALTHCARE OF ILLINOIS,PO BOX 540,LONG BEACH,CA,90801,888-562-5442,20934
355,MONEY2 FOR HEALTH,PO BOX 790036,ST LOIUS,MO,63179,877-305-0942,PAPER
718,MoreCare,PO BOX 21325,EAGAN,MN,55121-0321,844-865-8033,65465
130,Msc Behavioral Health,PO Box 5312,Evanston,IL,60204,800-753-5456,SPRNT
146,MSC COMMERCIAL,GENERAL DISBURSEMENT ACCT,FRANKLIN,TN,37067,615-503-1000,SPRNT
644,MSO OF PUERTO RICO,PO BOX 71500,SAN JUAN,PR,936,787-993-2317,
390,MUTUAL OF OMAHA INSURANCE COMPANY,3300 MUTUAL OF OMAHA PLAZA,OMAHA,NE,68175,800-775-6000,71412
129,mvp select care Inc 2,625 State St,SCHENECTADY,NY,12301,800-684-9286,SPRNT
128,MVP Select Care. Inc.,625 State St,Schenectady,NY,12301-2207,800-684-9286,SPRNT
326,MyCare Chicago,201 S. GRAND AVE.,SPRINGFIELD,IL,627043897,800-842-1461,15
690,NAPHCARE,2090 COLOMBIANA ROAD SUITE 4000,BIRMINGHAM,AL,35216,800-834-2420,58182
807,National Association of Letter 2,PO BOX 5909,Scranton,PA,18505-5909,888-636-6252,62308
177,National Association of Letter Carriers,PO BOX 5909,Scranton,PA,18505-5909,888-636-6252,62308
711,National General and Accident Health,P O Box 3252,Milwaukee,WI,53201,855-212-5014,ASHC1
828,NEED INSURANCE,,,,,,
384,NEXTLEVEL HEALTH PARTNERS ICP/FHP,PO BOX 830700,Birmingham,AL,35283,312-809-5693,81085
103,NIPPON LIFE INSURANCE CO,P.O. BOX 39710,COLORADO SPGS,CO,809493910,877-210-5518,81264
441,Nippon Life Insurance Co-UB,PO BOX 25951,Shawnee Mission,KS,66225-5951,888-632-3862,81264
438,NIPPON LIFE INSURANCE CO. OF AMERICA,PO BOX 25951,SHAWNEE MISSION,KS,66225-5951,800-374-1835,81264
765,Non Self Pay,,,,,,
697,Northshore HMO Medical Group,P O BOX 211382,EAGAN,MN,55121,,
271,NORTHSHORE PHYSICIANS ASSOCIATES,PO BOX 331719,CORPUS CHRISTI,TX,78463-1661,,48026
111,Norwegian American Hospital,Norwegian American Hospital,,IL,,773-292-5966,10
651,NY Medicaid Out Of State,PO BOX 4601,RENSSELAER,NY,12144-4601,800-343-9000,SKNY0
646,Oak Street Health,P.O BOX 7970,Westchester,IL,60154,312-985-5677,
737,OneShare Health,PO BOX 14326,Reading,PA,19612-4326,833-546-4473,23223
753,OPTIMED,22 Technology Parkway Plans S,Peachtree Corners,GA,30092,800-482-8770,96277
836,OptiMedHealth,P.O. BOX 18233,Cincinnati,OH,45218,855-739-6500,31441
837,OptiMedHealth 2,PO BOX 18233,Cincinnati,OH,45218,866-862-6935,31441
442,OXFORD HEALTH Insurance,PO BOX 29130,HOT SPRING,AR,71903,800-666-1353,6111
92,PAI,PO BOX 6702,Columbia,SC,29260,866-798-0803,37287
113,PAI 2,PO BOX 6702,Columbia,SC,29260,866-798-0803,37308
513,PALMETTO GBA,PO BOX 10066,AUGUSTA,GA,30903-1021,,
764,Pan-American Life Insurance Co,P O Box 981644,El Paso,TX,79998-1644,800-999-5382,4218
645,PARTNERS IN HEALTH INC,PO BOX 7007,Westchester,IL,60181-3984,312-985-0590,
24,PBA,PO BOX 4687,OAKBROOK,IL,605224687,800-435-5694,36331
45,PBA 2,PO BOX 4687,OAKBROOK,IL,605224687,800-435-5694,36331
112,PCIP,PO BOX 30783,SALT LAKE CITY,UT,84130,877-777-6872,39026
461,PENDING,,,,,,SPRNT
71,PHCS,P.O. BOX 211532,Eagan,MN,55121,877-728-4548,72099
117,PHCS 2,PO BOX 211532,Eagan,MN,55121,877-728-4548,72099
70,PHILADELPHIA AMERICAN LIFE Ins Co,P.O. BOX 4884,HOUSTON,TX,772104884,800-552-7879,98798
756,Physician Health Association,630 E. JEFFERSON ST,ROCKFORD,IL,61107,773-572-8300,36396
25,PHYSICIANS BENEFITS TRUST,PO BOX 90978660690,CHICAGO,IL,606909786,800-621-0748,SPRNT
57,PHYSICIANS BENEFITS TRUST 2,PO BOX 90978660690,CHICAGO,IL,606909786,800-621-0748,SPRNT
310,PHYSICIANS MUTUAL,P O BOX 2018,OMAHA,NE,68103-2018,800-228-9100,47027
142,Physicians Plus Insurance Corporation,P.O. Box 6090,De Pere,WI,54115-6090,800-545-5015,36326
154,Physicians Plus Insurance Corporation 2,PO BOX 6090,De Pere,WI,54115-6090,800-545-5015,36326
850,PLANET ASSIST,6303 BLUE LAGOON DR,MIAMI,FL,33126-6002,305-644-8315,
96,"planned administrators,inc.",PO BOX 6702,COLUMBIA,SC,29260,800-652-3076,SPRNT
81,PLUMBERS WELFARE FUND,1340 W WASHINGTON BLVD,CHICAGO,IL,60607,312-226-4200,SPRNT
555,Point Comfort Underwriters,P.O. Box 21628,Eagan,MN,55121,317-986-2588,PCU01
313,PORTER COUNTY GOV EMP BEN PLAN2,PO BOX 5764,LAFAYETTE,IN,47903-5761,800-244-6224,PAPER
327,Porter County GOVT EMP Benefit Plan,PO BOX 173129,Tampa,FL,33672,,43471
309,PORTER COUNTY GOVT EMP BENEFIT PLAN,PO BOX 5769,LAFAYETTE,IN,47903-5761,,SPRNT
78,Preferred Medicare Choice,PO BOX 361550,San Juan,PR,9361550,866-516-7702,SPRNT
733,Premier Access Corp,PO BOX 1468,ARLINGTON,TX,76004-1492,877-707-1442,43152
739,Premier Access Corp 2,PO BOX 1468,ARLINGTON,TX,76004-1492,877-707-1442,43152
460,PRESENCE SAINT JOSEPH HEALTH PARTNERS,2380 E DEMPSTER ST,Des Plaines,IL,60016,773-572-8300,36396
48,PRINCIPAL FINANCIAL GROUP,P.O. BOX 39710,COLORADO SPRINGS,CO,809493910,800-247-4695,61271
397,Priority Health,PO BOX 232,Grand Rapids,MI,49501-0232,800-942-4765,38217
396,Priority Health 2,PO BOX 232,Grand Rapids,MI,49501-0232,800-942-4765,U8217
514,PROVIDENCE HEALTH PLAN OREGAN,PO BOX 3125,PORTLAND,OR,97208-3125,800-878-4445,SX133
696,Providers Partners Health Plan,PO BOX 94290,LUBBOCK,TX,79493-4201,800-405-9681,31401
752,PSM HEALTH SMART SOLUTIONS,PO BOX 16327,LUBBOCK,TX,79490,866-511-4757,37256
662,PSWA,PO BOX 29939,HONOLULU,HI,96820-2331,844-808-2520,75309
26,RAILROAD MEDICARE,PO BOX 10066,AUGUSTA,GA,309990001,877-288-7600,SRRGA
340,Railroad Medicare 2,PO BOX 10066,AUGUSTA,GA,30999-0001,877-288-7600,SRRGA
168,Ravenwood Physician Association,4100 N Lincoln Ave,Chicago,IL,60618,773-868-2000,RPAWC
456,RCC,PO BOX 740819,ALTLANTA,GA,30374-0819,866-212-2851,36273
457,RCC,PO BOX 14566,LEXINGTON,KY,40512-4000,312-542-0525,
487,RESURRECTION PHYS PROVIDER GROUP INC,5860 W HIGGINS AVE,CHICAGO,IL,60630-2372,773-864-9418,
638,riteway pharmacy,4913 w fullerton Ave,Chicago,IL,60639,773-688-5438,
1,RXHUB,DO NOT DELETE USED BY RX ELIGIBILITY,,,,,RXHUB
49,SAGAMORE HEALTH NETWORK,SAG1002 (HCFA11C/UB50),INDIANAPOLIS,IN,462066051,800-364-3469,35164
50,SAGAMORE HEALTH NETWORK 2,SAG1002 (HCFA11C/UB50),INDIANAPOLIS,IN,462066051,800-364-3469,35164
776,SANA Benefits,PO Box 855,Arnold,MD,21012,844-512-3030,50114
785,SANA Benefits 2,PO BOX 855,Arnold,MD,21012,844-512-3030,50114
717,SBMA,PO BOX 2369,MONTCLAIR,CA,91763-0861,888-505-7724,SBMCO
782,SBMA2,P O BOX 2369,Montclair,CA,91763-0861,888-505-7724,SBMCO
274,SEC AARP HEALTH CARE OPTIONS 2,PO BOX 740819,ATLANTA,GA,303740819,877-842-3210,EN826
301,Sec AARP MEDICARE COMPLETE,PO BOX 31362,Salt Lake City,UT,84131-0362,800-711-6088,87726
300,Sec AETNA BETTER HEALTH,PO BOX 66545,PHOENIX,AZ,850826545,866-212-2851,26337
268,SEC BCBS,P O BOX 805107,CHICAGO,IL,606803625,800-972-8088,SB621
285,Sec CIGNA,PO BOX 182223,CHATTANOOGA,TN,374227223,800-244-6224,62308
298,Sec CIGNA MC REPLACEMENT,PO Box 805107,CHICAGO,IL,60680,,SPRNT
320,SEC COUNTY CARE HEALTH PLAN 2,"C/O AUTOMATED HEALTH SYSTEMS, INC.",PITTSBURGH,PA,15237,312-864-8200,60827
306,Sec HFN INC,P O BOX 3428,OAK BROOK,IL,605223428,800-295-5444,36335
289,Sec Managed Care Misc Supplemental,Chicago Graphic Arts Local 458m,Oak Brook,IL,60523,800-997-4586,SPRNT
266,Sec Medicare,PO BOX 6475,INDIANAPOLIS,IN,462066475,877-908-9499,SMIL0
265,Sec Medicare 2,PO BOX 6475,INDIANAPOLIS,IN,462066475,877-908-9499,SMIL0
287,Sec MSC COMMERCIAL,GENERAL DISBURSEMENT ACCT,FRANKLIN,TN,37067,615-503-1000,SPRNT
283,Sec ST MARY OF NAZARETH PHO,2380 EAST DEMPSTER ST. 3RD FL,DES PLAINES,IL,60016,773-572-8300,36396
293,Sec State Farm,PO Box 3070,Newark,OH,43058,,SPRNT
294,Sec UMR,PO BOX 30541,SALT LAKE CITY,UT,841300541,800-557-5087,39026
288,Sec UNICARE PPO,P O BOX 4458,CHICAGO,IL,606800000,800-508-9355,1
284,Sec UNITED HEALTH CARE,PO BOX 30555,SALT LAKE CITY,UT,841300555,877-842-3210,87726
273,Sec United of Omaha Life Ins 2,Mutual of Omaha Plaza,Omaha,NE,68175,800-546-5906,S1412
27,SECURE HORIZONS MEDICARE HMO,PO BOX 31362,SALT LAKE CITY,UT,841310362,877-842-3210,87726
370,SECURE HORIZONS MEDICARE PPO,PO BOX 31362,SALT LAKE CITY,UT,84131-0362,877-842-3210,87726
28,SEIU HEALTH AND WELFARE FUND,PO BOX 419104,SAINT LOUIS,MO,63141-9001,773-385-9300,90001
318,SEIU HEALTH AND WELFARE FUND 2,PO BOX 419104,SAINT LOUIS,MO,63141-9001,773-385-9300,90001
145,SELECTIVE BENEFITS ADMINISTRATORS,PO BOX 4250,Houston,TX,77210,866-798-0803,37282
872,SELF PAY,,,,,,
93,SENIOR CARE PARTNERS,PO BOX 7550,WESTCHESTER,IL,60154,708-240-5221,36390
195,Senior Care Partners c/o NAMM,"4415 W Harisson St, Suite 300",Hillside,IL,60162,708-432-4000,SPRNT
209,"Seven Corners, Inc",Attn Claims,CARMEL,IN,46032,800-335-0477,25404
566,Seven Cornors,PO BOX 3724,CARMEL,IN,46082-3721,800-461-0430,
199,SHEET METAL WORKERS NATL HLTH FUND,P O BOX 1449,GOODLEPTSVILLE,TN,370701449,800-831-4914,
325,Sierra Health & Life Insurance,Attention Claims Department,Las Vegas,NV,89114-5645,,76342
633,Sinai Medical Group,630 E Jefferson ST,Rockford,IL,61107,844-407-3438,
468,SISCO PHCS,PO BOX 309,DUBUQUE,IA,52004-0271,844-631-6104,44827
295,SMART PLAN CHOICE,201 S Grand Ave,springfield,IL,627043897,844-254-2273,15
410,SOUTH FLORIDA COMMUNITY CARE,PO BOX 841309,PEMBROKE PINES,FL,33084-3301,855-819-9506,
29,SPRAYING SYSTEM,PO BOX 247,ALPHARETTA,GA,30009-0247,630-665-5000,7689
459,Spraying Systems 2,PO BOX 7900,Wheaton,IL,601877901,630-665-5000,SPRNT
492,ST JAMES PHO,30 E 15TH ST,CHICAGO HEIGHTS,IL,60411,708-709-3996,11158
47,ST MARY OF NAZARETH PHO,2380 EAST DEMPSTER ST. 3RD FL,DES PLAINES,IL,60016,773-572-8300,36396
647,st marys HMO,P.O BOX 39,Downers Grove,IL,60515,,66727
556,St. Mary OF NAZARETH PHO 2,2380 EAST DEMPSTER ST. 3RD FL,DES PLAINES,IL,60016-4839,773-572-8300,36396
636,Staff Benefits Management,4858 Mercury St Suite 110,San Diego,CA,92111,877-952-7427,
631,Standard Life Accident Insurance Co,PO Box 16708,Jackson,MS,39236,,
102,Starmark,PO BOX 2942,Clinton,IA,527332942,800-522-1246,61425
135,STARMARK2,PO BOX 2942,CLINTON,IA,527332942,800-522-1246,61425
750,State Farm,P O Box 339403,Greeley,CO,80633-9403,866-855-1212,31053
292,State Farm,PO Box 3070,Newark,OH,43058,,31053
211,STUDENT RESOURCES,PO BOX 809025,DALLAS,TX,75380-9025,888-889-3813,74227
229,STUDENT RESOURCES 2,PO BOX 809025,DALLAS,TX,753809025,888-889-3813,74227
855,Surest,PO BOX 211758,Eagon,MN,55121-3758,844-368-6661,25463
856,Surest 2,PO BOX 211758,Eagon,MN,84130-3758,844-368-6661,25463
648,SWEDISH COVENANT MANAGED CARE,2740 W. Foster Ave,Chicago,IL,60625,773-271-0880,36411
595,SYMETRA SELECT BENEFITS,PO BOX 3245,MILWAUKEE,WI,53201,800-497-3699,37282
601,Symetra Select Benefits 2,P O BOX 3245,Milwaukee,WI,53201-3245,800-497-3699,37282
629,TeamCare USIN,PO BOX 21624,EAGAN,MN,55121-0601,,36215
372,TRANSAMERICA LIFE INS AND CO,PO BOX 310,GRAPEVINE,TX,76099-0310,866-975-4641,75261
272,TRANSAMERICA LIFE INSURANCE COMPANY,PO BOX 559017,AUSTIN,TX,78755-9001,866-868-4139,BOONG
230,TRAVELERS,P.O. BOX 3205,NAPERVILLE,IL,605667205,866-336-2077,1
657,TRICARE 2,PO BOX 7981,MADISON,WI,53707-7900,800-444-5445,TREST
637,TRICARE EAST,P.O BOX 7981,MADDISON,WI,53707,800-444-5445,68299
343,Tricare for Life,PO BOX 7890,Madison,WI,53707-7890,866-773-0404,SX176
31,TRICARE NORTH REGION,PO BOX 870140,SURFSIDE BEACH,SC,295879740,877-874-2273,57106
609,Tricare West,PO Box 202112,Florence,SC,99726,,12C01
253,TRIPLE-S PUERTO RICO BCBS,P O BOX 363628,SAN JUAN,PR,00936-3628,787-749-4700,
727,Trustmark 2,PO BOX 2942,Clinton,IA,52733,800-522-1246,61425
703,Trustmark Benefits,PO Box 2942,Clinton,IA,52733,800-522-1246,61425
